5	0.017
17	0.018
64	0.019
122	0.02
218	0.021
325	0.022
434	0.023
546	0.024
702	0.025
872	0.026
1108	0.027
1327	0.028
1555	0.029
1823	0.03
2075	0.031
2333	0.032
2583	0.033
2851	0.034
3121	0.035
3357	0.036
3595	0.037
3784	0.038
3975	0.039
4146	0.04
4318	0.041
4450	0.042
4567	0.043
4674	0.044
4798	0.045
4916	0.046
5025	0.047
5151	0.048
5250	0.049
5358	0.05
5457	0.051
5554	0.052
5646	0.053
5729	0.054
5806	0.055
5872	0.056
5939	0.057
6010	0.058
6067	0.059
6122	0.06
6181	0.061
6230	0.062
6282	0.063
6315	0.064
6351	0.065
6378	0.066
6405	0.067
6430	0.068
6465	0.069
6497	0.07
6519	0.071
6550	0.072
6577	0.073
6599	0.074
6613	0.075
6623	0.076
6636	0.077
6653	0.078
6666	0.079
6682	0.08
6709	0.081
6730	0.082
6752	0.083
6766	0.084
6781	0.085
6787	0.086
6802	0.087
6818	0.088
6828	0.089
6839	0.09
6851	0.091
6860	0.092
6869	0.093
6877	0.094
6886	0.095
6896	0.096
6902	0.097
6906	0.098
6913	0.099
6921	0.1
6927	0.101
6933	0.102
6942	0.103
6946	0.104
6955	0.105
6962	0.106
6971	0.107
6978	0.108
6986	0.109
6992	0.11
6994	0.111
7000	0.112
7004	0.113
7010	0.114
7016	0.115
7027	0.116
7033	0.117
7037	0.118
7045	0.119
7052	0.12
7056	0.121
7063	0.122
7066	0.123
7068	0.124
7072	0.125
7081	0.126
7084	0.127
7089	0.128
7095	0.129
7100	0.13
7106	0.131
7109	0.132
7115	0.133
7120	0.134
7121	0.135
7125	0.136
7126	0.137
7128	0.138
7131	0.139
7136	0.14
7139	0.141
7141	0.142
7145	0.143
7146	0.144
7147	0.145
7149	0.146
7152	0.147
7156	0.148
7158	0.149
7160	0.15
7165	0.151
7168	0.152
7172	0.153
7175	0.154
7177	0.155
7180	0.156
7185	0.157
7187	0.158
7190	0.159
7192	0.16
7198	0.161
7200	0.162
7203	0.164
7208	0.165
7209	0.166
7211	0.167
7214	0.168
7217	0.169
7220	0.17
7223	0.171
7224	0.172
7225	0.173
7226	0.174
7228	0.175
7229	0.176
7230	0.177
7233	0.178
7239	0.18
7242	0.181
7244	0.182
7245	0.183
7247	0.184
7250	0.185
7255	0.186
7260	0.187
7261	0.188
7263	0.189
7265	0.19
7266	0.191
7268	0.192
7271	0.193
7274	0.194
7278	0.195
7279	0.197
7282	0.198
7283	0.199
7284	0.2
7286	0.201
7288	0.202
7292	0.204
7295	0.205
7300	0.207
7302	0.208
7303	0.209
7304	0.211
7305	0.212
7307	0.213
7312	0.216
7316	0.217
7319	0.218
7321	0.219
7323	0.22
7324	0.221
7325	0.223
7329	0.224
7332	0.225
7336	0.226
7340	0.227
7342	0.228
7346	0.229
7347	0.23
7350	0.232
7352	0.233
7355	0.234
7357	0.235
7358	0.236
7359	0.237
