4	0.006
161	0.007
888	0.008
1845	0.009
2531	0.01
2925	0.011
3165	0.012
3349	0.013
3446	0.014
3521	0.015
3560	0.016
3598	0.017
3625	0.018
3658	0.019
3690	0.02
3718	0.021
3756	0.022
3779	0.023
3801	0.024
3821	0.025
3846	0.026
3866	0.027
3878	0.028
3897	0.029
3911	0.03
3928	0.031
3936	0.032
3950	0.033
3959	0.034
3974	0.035
3987	0.036
4001	0.037
4007	0.038
4020	0.039
4031	0.04
4047	0.041
4060	0.042
4069	0.043
4083	0.044
4100	0.045
4115	0.046
4123	0.047
4137	0.048
4147	0.049
4162	0.05
4175	0.051
4188	0.052
4194	0.053
4200	0.054
4209	0.055
4215	0.056
4221	0.057
4227	0.058
4234	0.059
4244	0.06
4251	0.061
4257	0.062
4267	0.063
4273	0.064
4282	0.065
4291	0.066
4298	0.067
4312	0.068
4319	0.069
4328	0.07
4333	0.071
4338	0.072
4346	0.073
4354	0.074
4357	0.075
4361	0.076
4370	0.077
4373	0.078
4378	0.079
4382	0.08
4389	0.081
4396	0.082
4403	0.083
4407	0.084
4416	0.085
4421	0.086
4425	0.087
4430	0.088
4434	0.089
4439	0.09
4441	0.091
4450	0.092
4455	0.093
4463	0.094
4466	0.095
4469	0.096
4474	0.097
4481	0.098
4488	0.099
4490	0.1
4497	0.101
4506	0.102
4522	0.103
4531	0.104
4537	0.105
4541	0.106
4545	0.107
4547	0.108
4551	0.109
4554	0.11
4557	0.111
4562	0.112
4567	0.113
4568	0.114
4571	0.116
4576	0.117
4580	0.118
4583	0.119
4588	0.12
4589	0.121
4593	0.122
4598	0.123
4602	0.124
4603	0.125
4606	0.126
4607	0.127
4609	0.128
4617	0.129
4621	0.13
4622	0.131
4623	0.132
4625	0.133
4628	0.134
4629	0.135
4635	0.136
4637	0.137
4638	0.138
4639	0.139
4643	0.14
4647	0.142
4650	0.143
4653	0.144
4655	0.145
4661	0.146
4666	0.147
4669	0.148
4670	0.149
4671	0.15
4673	0.151
4676	0.152
4682	0.153
4684	0.154
4686	0.155
4689	0.156
4694	0.157
4700	0.158
4704	0.159
4706	0.16
4708	0.161
4711	0.162
4713	0.163
4717	0.164
4720	0.165
4723	0.166
4725	0.167
4729	0.168
4732	0.169
4734	0.17
4738	0.171
4743	0.172
4748	0.173
4749	0.174
4752	0.175
4754	0.176
4756	0.177
4758	0.178
4762	0.179
4763	0.18
4767	0.181
4770	0.182
4773	0.183
4776	0.184
4780	0.185
4784	0.186
4785	0.187
4788	0.188
4790	0.189
4793	0.19
4794	0.191
4797	0.192
4799	0.193
4800	0.194
4802	0.195
4804	0.197
4806	0.198
4811	0.199
4816	0.201
4818	0.202
4819	0.203
4821	0.204
4822	0.205
4825	0.206
4827	0.207
4830	0.208
4835	0.209
4837	0.21
4838	0.212
4841	0.213
4842	0.214
4846	0.215
4847	0.216
4849	0.218
4853	0.219
4856	0.22
4861	0.222
4862	0.223
4866	0.224
4867	0.225
4870	0.226
4873	0.227
4875	0.229
4879	0.231
4884	0.232
4886	0.233
4887	0.234
4888	0.235
4889	0.236
4890	0.237
4892	0.238
4894	0.239
4896	0.24
4899	0.241
4900	0.243
4903	0.244
4905	0.245
4909	0.246
4912	0.247
4913	0.249
4918	0.25
4922	0.251
4923	0.253
4928	0.254
4929	0.255
4932	0.256
4934	0.257
4937	0.258
4940	0.26
4942	0.261
4944	0.262
4946	0.264
4947	0.265
4949	0.266
4950	0.267
4954	0.27
4955	0.272
4958	0.273
4960	0.274
4962	0.275
4965	0.276
4967	0.277
4970	0.279
4972	0.281
4973	0.282
4976	0.283
4979	0.284
4980	0.285
4981	0.286
4982	0.287
4983	0.288
4986	0.289
4987	0.29
4988	0.291
4990	0.292
4994	0.294
4995	0.295
4997	0.296
5001	0.298
5002	0.299
5004	0.3
5006	0.301
5007	0.302
5009	0.304
5010	0.305
5011	0.306
5013	0.308
5014	0.31
5015	0.311
5016	0.312
5017	0.313
5019	0.314
5022	0.315
5023	0.316
5025	0.318
5026	0.319
5029	0.32
5032	0.321
5033	0.322
5036	0.323
5038	0.324
5039	0.325
5040	0.327
5043	0.328
5046	0.329
5049	0.33
5051	0.333
5054	0.334
5056	0.335
5057	0.336
5058	0.337
5061	0.339
5062	0.34
5064	0.342
5065	0.343
5066	0.344
5069	0.345
5070	0.346
5071	0.348
5072	0.349
5074	0.35
5075	0.351
5078	0.352
5079	0.353
5081	0.354
5082	0.355
5083	0.356
5085	0.357
5087	0.358
5088	0.359
5089	0.36
5090	0.361
5091	0.362
5093	0.363
5095	0.364
5096	0.367
5097	0.369
5098	0.37
5100	0.371
5102	0.372
5103	0.373
5106	0.375
5108	0.376
5111	0.378
5112	0.382
5114	0.383
5116	0.384
5119	0.385
5125	0.386
5128	0.387
5129	0.388
5130	0.389
5132	0.39
5134	0.391
5135	0.393
5137	0.394
5139	0.395
5141	0.396
5142	0.397
5144	0.398
5146	0.399
5150	0.4
5151	0.401
5152	0.404
5153	0.405
5156	0.406
5157	0.409
5158	0.41
5160	0.411
5161	0.413
5164	0.414
5166	0.415
5167	0.416
5168	0.417
5171	0.419
5173	0.42
5174	0.423
5175	0.425
5177	0.426
5179	0.428
5181	0.429
5184	0.43
5186	0.431
5188	0.432
5190	0.433
5191	0.434
5192	0.437
5193	0.44
5194	0.443
5195	0.444
5196	0.445
5197	0.448
5199	0.449
5200	0.45
5202	0.454
5203	0.455
5206	0.456
5208	0.459
5210	0.46
5211	0.461
5212	0.462
5214	0.463
5217	0.465
5219	0.467
5221	0.468
5222	0.469
5224	0.471
5226	0.472
5228	0.473
5230	0.475
5232	0.476
5233	0.477
5234	0.478
5235	0.479
5236	0.48
5237	0.481
5241	0.482
5243	0.483
5244	0.484
5245	0.485
5246	0.486
5248	0.488
5249	0.489
5251	0.491
5252	0.492
5254	0.495
5258	0.496
5262	0.497
5263	0.5
5265	0.502
5266	0.503
5267	0.509
5268	0.51
5269	0.513
5270	0.515
5271	0.52
5272	0.521
5273	0.522
5276	0.523
5277	0.524
5279	0.525
5280	0.526
5282	0.527
5283	0.529
5284	0.53
5285	0.531
5288	0.535
5289	0.536
5290	0.537
5291	0.538
5292	0.54
5295	0.542
5296	0.544
5298	0.545
5299	0.546
5300	0.549
5301	0.551
5304	0.552
5305	0.555
5306	0.557
5309	0.559
5310	0.56
5311	0.561
5312	0.563
5315	0.564
5316	0.569
5317	0.571
5318	0.572
5321	0.573
5323	0.574
5326	0.578
5328	0.581
5329	0.582
5330	0.583
5331	0.584
5332	0.586
5333	0.587
5336	0.589
5337	0.591
5338	0.593
5339	0.594
5341	0.595
5342	0.596
5343	0.597
5346	0.598
5348	0.601
5350	0.602
5352	0.603
5353	0.604
5354	0.605
5356	0.609
5357	0.61
5358	0.612
5359	0.613
5360	0.614
5361	0.617
5363	0.618
5364	0.619
5365	0.62
5366	0.622
5367	0.624
5368	0.628
5370	0.629
5371	0.63
5373	0.631
5375	0.632
5376	0.633
5377	0.635
5378	0.636
5379	0.639
5380	0.64
5381	0.641
5382	0.642
5383	0.643
5384	0.644
